"Gender","Grade","Par. educ.","Ambi","Achiev","ICT","Learn. T.","Mental H.","Support","cluster"
2,0,6,0.896152467820105,-1.27440737545782,0.687217745541948,0.661772472829971,0.591961570147092,-0.399488347144234,4
2,0,6,-0.206485000456857,-0.317133854916072,1.00857406032041,0.15379531200355,1.01210024078523,1.33983682214041,2
1,0,4,0.19496262082105,0.154356715117379,-0.184727372520787,-0.887787320555313,2.20815813612331,-0.385559045902069,3
1,0,5,-1.57643081174825,-1.11678573279222,-0.282416745980494,-0.726563415949088,0.072402394193683,-0.0442586994944593,2
2,0,5,-0.128648456939894,0.362900439286992,-0.243378112805656,-0.000540443489729585,0.123308632317602,-0.675610171040167,3
2,0,4,0.0348538755821145,-2.18615493520664,-0.937814662132022,1.67461055106614,-1.11941291495695,-0.425385648335812,1
2,-1,6,-0.254180487230639,-1.23367565549174,1.41166459660958,-0.653041394086632,0.9837393436441,-1.12699056514861,4
2,0,5,0.452439530913336,-1.56024951744071,-1.51623548842636,1.35297683582308,-0.0120934904901012,0.662779401839368,2
2,0,5,-1.13945244701318,1.02563629477335,-2.95568089613958,-2.3856157745917,-3.94475358984705,-0.215117109885567,1
1,-1,6,0.452156942245734,-0.736578625892508,0.373266652208767,-1.5346367411075,-0.277906265673554,1.93802249746466,2
1,0,4,-0.620477364277668,-0.682191551805205,-1.00530297092092,-0.0551413288272742,0.196680260734378,0.792117649427119,2
1,0,5,-0.0798853455559902,-0.614865683162619,-0.796114755129293,1.30314928644543,0.701530557137505,1.11877257615951,3
1,0,5,0.166709190661078,-1.61529347477232,-2.23047205164024,0.157040285959207,-0.683786033796463,0.783084648786447,2
2,0,4,-0.736294474145969,-0.87088860613599,-0.945578109548466,1.10318039169219,-1.01370410993983,0.252969496411649,1
2,0,6,-0.832467458579229,-0.357541726509441,-1.07598973677482,-1.09875965685565,-1.32045212807392,0.322609013447172,2
1,-1,4,0.132347350229778,-2.82347577946071,-1.09976958341026,-0.149416693708207,1.64201123758956,0.852019097220573,2
2,0,4,1.30901098372978,-1.76455204522545,-0.678955206344329,-0.0125494091076939,-1.07725782697317,0.220622681806942,2
1,0,6,1.24901141378998,-0.509919653906474,-1.50106985001657,-0.441536308449971,-0.257574047049517,-1.24027380440464,3
1,0,6,2.32054218360839,-0.423520602608616,-0.764717351222119,0.351909590631852,0.303668041567861,0.205954737543461,3
1,-1,5,-0.742809977874343,-1.08591731093527,0.776624579688453,0.198047099192986,1.1189900735548,0.403542295947194,2
2,0,6,0.665335592464202,-0.000127388731332057,0.232380950929417,-0.70368753339413,-0.144317922763619,1.75683958847894,3
1,0,5,0.294619170048463,-1.6373545968513,-1.23115875180737,1.09773171183093,0.629665406941462,0.390704912604116,2
2,0,4,-0.838666095947044,-1.38089311657125,-0.234913506556897,0.286653823654172,0.427012872411447,-0.26360690222428,2
1,0,6,-0.537819579173655,-0.90090955168084,0.256907258305838,-1.82147237665298,-0.243669851303711,-0.631647263776247,2
1,-1,5,-0.169839477746235,-1.20532700963148,-1.47938971183991,0.207554350314762,-0.434888965583489,0.956297646704991,2
